
███████████████████████████████████████████████████████
no args given, will use default settings
bitset hard limit (set at compile time) = 016 16777 216 = 0x1000000 
crible size (how far the sieve will go) = 016 16777 216 = 0x1000000 
[GEN] Using Eratosthenes Sieve algorithm to find primes 
[GEN] found 1077871 prime numbers. primes in {16777191, 16777216}: 16777199 16777213 
[CHUNK] partitionning crible into an array of ulong
127 	43		8171
127 	51		8179
127 	63		8191
128 	17		8209
128 	27		8219
128 	29		8221
128 	39		8231
128 	41		8233
128 	45		8237
128 	51		8243
129 	7		8263
129 	13		8269
129 	17		8273
129 	31		8287
129 	35		8291
129 	37		8293
129 	41		8297
129 	55		8311
129 	61		8317
130 	9		8329
130 	33		8353
130 	43		8363
130 	49		8369
130 	57		8377
131 	3		8387
131 	5		8389
131 	35		8419
131 	39		8423
131 	45		8429
131 	47		8431
131 	59		8443
131 	63		8447
132 	13		8461
132 	19		8467
132 	53		8501
133 	1		8513
133 	9		8521
133 	15		8527
133 	25		8537
133 	27		8539
133 	31		8543
133 	51		8563
133 	61		8573
134 	5		8581
134 	21		8597
134 	23		8599
134 	33		8609
134 	47		8623
134 	51		8627
134 	53		8629
135 	1		8641
135 	7		8647
135 	23		8663
135 	29		8669
135 	37		8677
135 	41		8681
135 	49		8689
135 	53		8693
135 	59		8699
136 	3		8707
136 	9		8713
136 	15		8719
136 	27		8731
136 	33		8737
136 	37		8741
136 	43		8747
136 	49		8753
136 	57		8761
137 	11		8779
137 	15		8783
137 	35		8803
137 	39		8807
137 	51		8819
137 	53		8821
137 	63		8831
138 	5		8837
138 	7		8839
138 	17		8849
138 	29		8861
138 	31		8863
138 	35		8867
138 	55		8887
138 	61		8893
139 	27		8923
139 	33		8929
139 	37		8933
139 	45		8941
139 	55		8951
140 	3		8963
140 	9		8969
140 	11		8971
140 	39		8999
140 	41		9001
140 	47		9007
140 	51		9011
140 	53		9013
141 	5		9029
141 	17		9041
141 	19		9043
141 	25		9049
141 	35		9059
141 	43		9067
142 	3		9091
142 	15		9103
142 	21		9109
142 	39		9127
142 	45		9133
142 	49		9137
142 	63		9151
143 	5		9157
143 	9		9161
143 	21		9173
143 	29		9181
143 	35		9187
143 	47		9199
143 	51		9203
143 	57		9209
144 	5		9221
144 	11		9227
144 	23		9239
144 	25		9241
144 	41		9257
144 	61		9277
145 	1		9281
145 	3		9283
145 	13		9293
145 	31		9311
145 	39		9319
145 	43		9323
145 	57		9337
145 	61		9341
145 	63		9343
146 	5		9349
146 	27		9371
146 	33		9377
146 	47		9391
146 	53		9397
146 	59		9403
147 	5		9413
147 	11		9419
147 	13		9421
147 	23		9431
147 	25		9433
147 	29		9437
147 	31		9439
147 	53		9461
147 	55		9463
147 	59		9467
148 	1		9473
148 	7		9479
148 	19		9491
148 	25		9497
148 	39		9511
148 	49		9521
148 	61		9533
149 	3		9539
149 	11		9547
149 	15		9551
149 	51		9587
150 	1		9601
150 	13		9613
150 	19		9619
150 	23		9623
150 	29		9629
150 	31		9631
150 	43		9643
150 	49		9649
150 	61		9661
151 	13		9677
151 	15		9679
151 	25		9689
151 	33		9697
151 	55		9719
151 	57		9721
152 	5		9733
152 	11		9739
152 	15		9743
152 	21		9749
152 	39		9767
152 	41		9769
152 	53		9781
152 	59		9787
152 	63		9791
153 	11		9803
153 	19		9811
153 	25		9817
153 	37		9829
153 	41		9833
153 	47		9839
153 	59		9851
154 	1		9857
154 	3		9859
154 	15		9871
154 	27		9883
154 	31		9887
154 	45		9901
154 	51		9907
155 	3		9923
155 	9		9929
155 	11		9931
155 	21		9941
155 	29		9949
155 	47		9967
155 	53		9973
156 	23		10007
156 	25		10009
156 	53		10037
156 	55		10039
157 	13		10061
157 	19		10067
157 	21		10069
157 	31		10079
157 	43		10091
157 	45		10093
157 	51		10099
157 	55		10103
157 	63		10111
158 	21		10133
158 	27		10139
158 	29		10141
158 	39		10151
158 	47		10159
158 	51		10163
158 	57		10169
159 	1		10177
159 	5		10181
159 	17		10193
159 	35		10211
159 	47		10223
160 	3		10243
160 	7		10247
160 	13		10253
160 	19		10259
160 	27		10267
160 	31		10271
160 	33		10273
160 	49		10289
160 	61		10301
160 	63		10303
161 	9		10313
161 	17		10321
161 	27		10331
161 	29		10333
161 	33		10337
161 	39		10343
161 	53		10357
162 	1		10369
162 	23		10391
162 	31		10399
162 	59		10427
162 	61		10429
163 	1		10433
163 	21		10453
163 	25		10457
163 	27		10459
163 	31		10463
163 	45		10477
163 	55		10487
164 	3		10499
164 	5		10501
164 	17		10513
164 	33		10529
164 	35		10531
164 	63		10559
165 	7		10567
165 	29		10589
165 	37		10597
165 	41		10601
165 	47		10607
165 	53		10613
166 	3		10627
166 	7		10631
166 	15		10639
166 	27		10651
166 	33		10657
166 	39		10663
166 	43		10667
166 	63		10687
167 	3		10691
167 	21		10709
167 	23		10711
167 	35		10723
167 	41		10729
167 	45		10733
167 	51		10739
168 	1		10753
168 	19		10771
168 	29		10781
168 	37		10789
168 	47		10799
169 	15		10831
169 	21		10837
169 	31		10847
169 	37		10853
169 	43		10859
169 	45		10861
169 	51		10867
170 	3		10883
170 	9		10889
170 	11		10891
170 	23		10903
170 	29		10909
170 	57		10937
170 	59		10939
171 	5		10949
171 	13		10957
171 	29		10973
171 	35		10979
171 	43		10987
171 	49		10993
171 	59		11003
172 	19		11027
172 	39		11047
172 	49		11057
172 	51		11059
172 	61		11069
172 	63		11071
173 	11		11083
173 	15		11087
173 	21		11093
173 	41		11113
173 	45		11117
173 	47		11119
173 	59		11131
174 	13		11149
174 	23		11159
174 	25		11161
174 	35		11171
174 	37		11173
174 	41		11177
174 	61		11197
175 	13		11213
175 	39		11239
175 	43		11243
175 	51		11251
175 	57		11257
175 	61		11261
176 	9		11273
176 	15		11279
176 	23		11287
176 	35		11299
176 	47		11311
176 	53		11317
176 	57		11321
177 	1		11329
177 	23		11351
177 	25		11353
177 	41		11369
177 	55		11383
178 	1		11393
178 	7		11399
178 	19		11411
178 	31		11423
178 	45		11437
178 	51		11443
178 	55		11447
179 	11		11467
179 	15		11471
179 	27		11483
179 	33		11489
179 	35		11491
179 	41		11497
179 	47		11503
179 	63		11519
180 	7		11527
180 	29		11549
180 	31		11551
180 	59		11579
181 	3		11587
181 	9		11593
181 	13		11597
181 	33		11617
181 	37		11621
181 	49		11633
182 	9		11657
182 	29		11677
182 	33		11681
182 	41		11689
182 	51		11699
182 	53		11701
183 	5		11717
183 	7		11719
183 	19		11731
183 	31		11743
184 	1		11777
184 	3		11779
184 	7		11783
184 	13		11789
184 	25		11801
184 	31		11807
184 	37		11813
184 	45		11821
184 	51		11827
184 	55		11831
184 	57		11833
184 	63		11839
185 	23		11863
185 	27		11867
185 	47		11887
185 	57		11897
185 	63		11903
186 	5		11909
186 	19		11923
186 	23		11927
186 	29		11933
186 	35		11939
186 	37		11941
186 	49		11953
186 	55		11959
187 	1		11969
187 	3		11971
187 	13		11981
187 	19		11987
187 	39		12007
187 	43		12011
188 	5		12037
188 	9		12041
188 	11		12043
188 	17		12049
188 	39		12071
188 	41		12073
189 	1		12097
189 	5		12101
189 	11		12107
189 	13		12109
189 	17		12113
189 	23		12119
189 	47		12143
189 	53		12149
189 	61		12157
190 	1		12161
190 	3		12163
190 	37		12197
190 	43		12203
190 	51		12211
191 	3		12227
191 	15		12239
191 	17		12241
191 	27		12251
191 	29		12253
191 	39		12263
191 	45		12269
191 	53		12277
191 	57		12281
192 	1		12289
192 	13		12301
192 	35		12323
192 	41		12329
192 	55		12343
192 	59		12347
193 	21		12373
193 	25		12377
193 	27		12379
193 	39		12391
193 	49		12401
193 	57		12409
193 	61		12413
194 	5		12421
194 	17		12433
194 	21		12437
194 	35		12451
194 	41		12457
194 	57		12473
194 	63		12479
195 	7		12487
195 	11		12491
195 	17		12497
195 	23		12503
195 	31		12511
195 	37		12517
195 	47		12527
195 	59		12539
195 	61		12541
196 	3		12547
196 	9		12553
196 	25		12569
196 	33		12577
196 	39		12583
196 	45		12589
196 	57		12601
197 	3		12611
197 	5		12613
197 	11		12619
197 	29		12637
197 	33		12641
197 	39		12647
197 	45		12653
197 	51		12659
197 	63		12671
198 	17		12689
198 	25		12697
198 	31		12703
198 	41		12713
198 	49		12721
199 	3		12739
199 	7		12743
199 	21		12757
199 	27		12763
199 	45		12781
199 	55		12791
199 	63		12799
200 	9		12809
200 	21		12821
200 	23		12823
200 	29		12829
200 	41		12841
200 	53		12853
201 	25		12889
201 	29		12893
201 	35		12899
201 	43		12907
201 	47		12911
201 	53		12917
201 	55		12919
201 	59		12923
202 	13		12941
202 	25		12953
202 	31		12959
202 	39		12967
202 	45		12973
202 	51		12979
202 	55		12983
203 	9		13001
203 	11		13003
203 	15		13007
203 	17		13009
203 	41		13033
203 	45		13037
203 	51		13043
203 	57		13049
204 	7		13063
204 	37		13093
204 	43		13099
204 	47		13103
204 	53		13109
205 	1		13121
205 	7		13127
205 	27		13147
205 	31		13151
205 	39		13159
205 	43		13163
205 	51		13171
205 	57		13177
205 	63		13183
206 	3		13187
206 	33		13217
206 	35		13219
206 	45		13229
206 	57		13241
207 	1		13249
207 	11		13259
207 	19		13267
207 	43		13291
207 	49		13297
207 	61		13309
208 	1		13313
208 	15		13327
208 	19		13331
208 	25		13337
208 	27		13339
208 	55		13367
209 	5		13381
209 	21		13397
209 	23		13399
209 	35		13411
209 	41		13417
209 	45		13421
210 	1		13441
210 	11		13451
210 	17		13457
210 	23		13463
210 	29		13469
210 	37		13477
210 	47		13487
210 	59		13499
211 	9		13513
211 	19		13523
211 	33		13537
211 	49		13553
211 	63		13567
212 	9		13577
212 	23		13591
212 	29		13597
212 	45		13613
212 	51		13619
212 	59		13627
213 	1		13633
213 	17		13649
213 	37		13669
213 	47		13679
213 	49		13681
213 	55		13687
213 	59		13691
213 	61		13693
214 	1		13697
214 	13		13709
214 	15		13711
214 	25		13721
214 	27		13723
214 	33		13729
214 	55		13751
214 	61		13757
214 	63		13759
215 	3		13763
215 	21		13781
215 	29		13789
